citing_id,cited_id,citing_title,cited_title
gonzlezgar2023a,regmi2018risk,"A Comparison Between Bayesian Dialysis and Machine Learning to Detect Tax Fraud and Its Causes: The Case of Vat, Corporate Tax and Customs Duties in Spain",Risk Management in customs using Deep Neural Network
gonzlezgar2023a,li2019customs,"A Comparison Between Bayesian Dialysis and Machine Learning to Detect Tax Fraud and Its Causes: The Case of Vat, Corporate Tax and Customs Duties in Spain",Customs classification for cross-border e-commerce based on text-image adaptive convolutional neural network
gonzlezgar2023a,song2019crossborder,"A Comparison Between Bayesian Dialysis and Machine Learning to Detect Tax Fraud and Its Causes: The Case of Vat, Corporate Tax and Customs Duties in Spain",Cross-border e-commerce commodity risk assessment using text mining and fuzzy rule-based reasoning
gonzlezgar2023a,vanhoeyvel2020customs,"A Comparison Between Bayesian Dialysis and Machine Learning to Detect Tax Fraud and Its Causes: The Case of Vat, Corporate Tax and Customs Duties in Spain",Customs fraud detection: Assessing the value of behavioural and high-cardinality data under the imbalanced learning issue
gonzlezgar2023a,kim2020date,"A Comparison Between Bayesian Dialysis and Machine Learning to Detect Tax Fraud and Its Causes: The Case of Vat, Corporate Tax and Customs Duties in Spain",DATE: Dual Attentive Tree-aware Embedding for Customs Fraud Detection
gonzlezgar2023a,garca2021a,"A Comparison Between Bayesian Dialysis and Machine Learning to Detect Tax Fraud and Its Causes: The Case of Vat, Corporate Tax and Customs Duties in Spain",A multi-objective bayesian approach with dynamic optimization (Mobado). a hybrid of decision theory and machine learning applied to customs fraud control in Spain
gonzlezgar2023a,zhou2019data,"A Comparison Between Bayesian Dialysis and Machine Learning to Detect Tax Fraud and Its Causes: The Case of Vat, Corporate Tax and Customs Duties in Spain",Data mining in customs risk detection with cost-sensitive classification
shivam2023quality,zonnenshai2020quality,Quality process reengineering in industry 4.0: A BPR perspective,Quality 4.0—the challenging future of quality engineering
liu2023blockchain,chang2020blockchain,"Blockchain technology in maritime supply chains: applications, architecture and challenges","Blockchain in global supply chains and cross border trade: a critical synthesis of the state-of-the-art, challenges and opportunities"
liu2023blockchain,yang2019maritime,"Blockchain technology in maritime supply chains: applications, architecture and challenges","Maritime shipping digitalization: Blockchain-based technology applications, future improvements, and intention to use"
liu2023blockchain,yoon2020the,"Blockchain technology in maritime supply chains: applications, architecture and challenges",The value of Blockchain technology implementation in international trades under demand volatility risk
aggarwal2023research,monken2021graph,Research on Anomaly Detection in Time Series: Exploring United States Exports and Imports Using Long Short-Term Memory,Graph Neural Networks for Modeling Causality in International Trade
chen2022a,li2019customs,A study of cross-border E-commerce research trends: Based on knowledge mapping and literature analysis,Customs classification for cross-border e-commerce based on text-image adaptive convolutional neural network
chen2022a,mou2019understanding,A study of cross-border E-commerce research trends: Based on knowledge mapping and literature analysis,Understanding the topics of export cross-border e-commerce consumers feedback: an LDA approach
chen2022a,liu2020a,A study of cross-border E-commerce research trends: Based on knowledge mapping and literature analysis,A blockchain-based framework of cross-border e-commerce supply chain
chen2022a,zhang2021action,A study of cross-border E-commerce research trends: Based on knowledge mapping and literature analysis,Action Mechanism and Model of Cross-Border E-Commerce Green Supply Chain Based on Customer Behavior
zhou2022blockchainenabled,liu2020a,Blockchain-Enabled Cross-Border E-Commerce Supply Chain Management: A Bibliometric Systematic Review,A blockchain-based framework of cross-border e-commerce supply chain
gao2022modeling,chang2020blockchain,Modeling and analysis of port supply chain system based on Fabric blockchain,"Blockchain in global supply chains and cross border trade: a critical synthesis of the state-of-the-art, challenges and opportunities"
gao2022modeling,yang2019maritime,Modeling and analysis of port supply chain system based on Fabric blockchain,"Maritime shipping digitalization: Blockchain-based technology applications, future improvements, and intention to use"
gao2022modeling,juma2019a,Modeling and analysis of port supply chain system based on Fabric blockchain,A Survey on Using Blockchain in Trade Supply Chain Solutions
gao2022modeling,irannezhad2020the,Modeling and analysis of port supply chain system based on Fabric blockchain,The Architectural Design Requirements of a Blockchain-Based Port Community System
compagnucc2022uncovering,tan2018a,Uncovering the potential of blockchain in the agri-food supply chain: An interdisciplinary case study,A blockchain model for less container load operations in China
compagnucc2022uncovering,chang2020blockchain,Uncovering the potential of blockchain in the agri-food supply chain: An interdisciplinary case study,"Blockchain in global supply chains and cross border trade: a critical synthesis of the state-of-the-art, challenges and opportunities"
xin2022investment,yang2019maritime,Investment strategy for blockchain technology in a shipping supply chain,"Maritime shipping digitalization: Blockchain-based technology applications, future improvements, and intention to use"
xin2022investment,wang2021blockchain,Investment strategy for blockchain technology in a shipping supply chain,Blockchain technology for port logistics capability: Exclusive or sharing
xin2022investment,balci2021blockchain,Investment strategy for blockchain technology in a shipping supply chain,Blockchain adoption in the maritime supply chain: Examining barriers and salient stakeholders in containerized international trade
toorajipou2022block,chang2020blockchainenabled,Block by block: A blockchain-based peer-to-peer business transaction for international trade,Blockchain-enabled trade finance innovation: A potential paradigm shift on using letter of credit
addo2022information,addo2016explaining,Information technology and public administration modernization in a developing country: Pursuing paperless clearance at Ghana customs,Explaining 'irrationalities' of it-enabled change in a developing country bureaucracy: The case of Ghana's tradenet
park2022knowledge,kim2023active,Knowledge Sharing via Domain Adaptation in Customs Fraud Detection,Active Learning for Human-in-the-Loop Customs Inspection
park2022knowledge,mikuriya2020if,Knowledge Sharing via Domain Adaptation in Customs Fraud Detection,"If algorithms dream of customs, do customs officials dream of algorithms? A manifesto for data mobilisation in customs"
guo2022crossborder,li2019customs,Cross-border e-commerce platform for commodity automatic pricing model based on deep learning,Customs classification for cross-border e-commerce based on text-image adaptive convolutional neural network
ye2022research,ji2019an,Research on Supply Chain Big Data Management Based on Machine Learning Algorithms,An application of a three-stage XGboost-based model to sales forecasting of a cross-border e-commerce enterprise
lampropoul2022artificial,liu2020a,"Artificial Intelligence, Blockchain, Big Data Analytics, Machine Learning and Data Mining in Traditional CRM and Social CRM: A Critical Review",A blockchain-based framework of cross-border e-commerce supply chain
alkhaldi2022frameworks,liu2020a,Frameworks for Integrating Blockchain and Supply chain: A Survey,A blockchain-based framework of cross-border e-commerce supply chain
jiunhooi2022feature,regmi2018risk,Feature Encoding For High Cardinality Categorical Variables Using Entity Embeddings: A Case Study in Customs Fraud Detection,Risk Management in customs using Deep Neural Network
jiunhooi2022feature,vanhoeyvel2020customs,Feature Encoding For High Cardinality Categorical Variables Using Entity Embeddings: A Case Study in Customs Fraud Detection,Customs fraud detection: Assessing the value of behavioural and high-cardinality data under the imbalanced learning issue
jiunhooi2022feature,kim2020date,Feature Encoding For High Cardinality Categorical Variables Using Entity Embeddings: A Case Study in Customs Fraud Detection,DATE: Dual Attentive Tree-aware Embedding for Customs Fraud Detection
jiunhooi2022feature,garca2021a,Feature Encoding For High Cardinality Categorical Variables Using Entity Embeddings: A Case Study in Customs Fraud Detection,A multi-objective bayesian approach with dynamic optimization (Mobado). a hybrid of decision theory and machine learning applied to customs fraud control in Spain
jiunhooi2022feature,oosterman2022customs,Feature Encoding For High Cardinality Categorical Variables Using Entity Embeddings: A Case Study in Customs Fraud Detection,Customs Risk Assessment Based on Unsupervised Anomaly Detection Using Autoencoders
jiunhooi2022feature,chen2021the,Feature Encoding For High Cardinality Categorical Variables Using Entity Embeddings: A Case Study in Customs Fraud Detection,The use of machine learning to identify the correctness of HS Code for the customs import declarations
jiunhooi2022feature,zhou2019data,Feature Encoding For High Cardinality Categorical Variables Using Entity Embeddings: A Case Study in Customs Fraud Detection,Data mining in customs risk detection with cost-sensitive classification
obayashi2022expanding,rzepka2021limits,Expanding Export Control-related Data for Expert System,Limits and challenges of embedding-based question answering in export control expert system
lian2022research,lin2020reducing,Research on Credit Algorithm of International Trade Enterprises Based on Blockchain,Reducing exchange rate risks in international trade: A hybrid forecasting approach of CEEMDAN and multilayer LSTM
lin2022research,shen2020the,Research on Optimization of Steel Foreign Trade Financial Transaction Based on Blockchain Technology,"The new ecosystem of cross-border e-commerce among Korea, China and Japan based on blockchain"
lin2022research,tian2024improving,Research on Optimization of Steel Foreign Trade Financial Transaction Based on Blockchain Technology,Improving operational efficiency through blockchain: evidence from a field experiment in cross-border trade
cuayasimbr2022automatic,chen2021neural,Automatic Tariff Classification System using Deep Learning,Neural machine translation for harmonized system codes prediction
harris2022towards,chang2020blockchain,Towards a Blockchain Solution for Customs Duty-Related Fraud,"Blockchain in global supply chains and cross border trade: a critical synthesis of the state-of-the-art, challenges and opportunities"
harris2022towards,juma2019a,Towards a Blockchain Solution for Customs Duty-Related Fraud,A Survey on Using Blockchain in Trade Supply Chain Solutions
harris2022towards,juma2020customsbasedb,Towards a Blockchain Solution for Customs Duty-Related Fraud,Customs-based blockchain solution for exportation protection
harris2022towards,harris2021using,Towards a Blockchain Solution for Customs Duty-Related Fraud,Using Hyperledger Fabric to Reduce Fraud in International Trade
wang2022exploration,deng2021an,Exploration on the Construction of Cross-Border E-Commerce Logistics System Using Deep Learning,An early risk warning of cross-border E-commerce using BP neural network
wang2022exploration,zhang2021action,Exploration on the Construction of Cross-Border E-Commerce Logistics System Using Deep Learning,Action Mechanism and Model of Cross-Border E-Commerce Green Supply Chain Based on Customer Behavior
xing2022research,tan2018a,Research on the Application of Blockchain Technology in the Cross-border E-Commerce Supply Chain Domain,A blockchain model for less container load operations in China
xing2022research,liu2020a,Research on the Application of Blockchain Technology in the Cross-border E-Commerce Supply Chain Domain,A blockchain-based framework of cross-border e-commerce supply chain
huang2022influence,mou2019understanding,Influence of Cultural Differences on the Establishment of Consumer Trust in a Socialized Cross-Border E-Commerce,Understanding the topics of export cross-border e-commerce consumers feedback: an LDA approach
huang2022influence,deng2021an,Influence of Cultural Differences on the Establishment of Consumer Trust in a Socialized Cross-Border E-Commerce,An early risk warning of cross-border E-commerce using BP neural network
valeria2022the,chang2020blockchain,The Impact of Blockchain Technology on International Trade and Financial Business,"Blockchain in global supply chains and cross border trade: a critical synthesis of the state-of-the-art, challenges and opportunities"
zhang2022evaluation,chang2020blockchain,Evaluation of the Effect of Blockchain Technology Application in the International Trade,"Blockchain in global supply chains and cross border trade: a critical synthesis of the state-of-the-art, challenges and opportunities"
niu2022market,yoon2020the,Market expansion vs. intensified competition: Overseas supplier's adoption of blockchain in a cross-border agricultural supply chain,The value of Blockchain technology implementation in international trades under demand volatility risk
balci2021blockchain,yang2019maritime,Blockchain adoption in the maritime supply chain: Examining barriers and salient stakeholders in containerized international trade,"Maritime shipping digitalization: Blockchain-based technology applications, future improvements, and intention to use"
cho2021data,visser2016automated,Data augmentation of backscatter x-ray images for deep learning-based automatic cargo inspection,Automated comparison of X-ray images for cargo scanning
lee2021blockchainbased,chang2020blockchainenabled,Blockchain‐based traceability for anti‐counterfeit in cross‐border e‐commerce transactions,Blockchain-enabled trade finance innovation: A potential paradigm shift on using letter of credit
lee2021blockchainbased,lee2020research,Blockchain‐based traceability for anti‐counterfeit in cross‐border e‐commerce transactions,Research on how to prevent online counterfeiting with blockchain-based cross border data sharing
kuo2021manifest,zhou2019data,Manifest Monitoring Model as Support for Customs Risk Management: Evidence from Taiwan,Data mining in customs risk detection with cost-sensitive classification
valle2021blockchainbased,chang2020blockchain,Blockchain‐based information management for supply chain data‐platforms,"Blockchain in global supply chains and cross border trade: a critical synthesis of the state-of-the-art, challenges and opportunities"
garca2021a,triepels2015uncovering,A multi-objective bayesian approach with dynamic optimization (Mobado). a hybrid of decision theory and machine learning applied to customs fraud control in Spain,Uncovering document fraud in maritime freight transport based on probabilistic classification
garca2021a,triepels2018datadriven,A multi-objective bayesian approach with dynamic optimization (Mobado). a hybrid of decision theory and machine learning applied to customs fraud control in Spain,Data-driven fraud detection in international shipping
garca2021a,regmi2018risk,A multi-objective bayesian approach with dynamic optimization (Mobado). a hybrid of decision theory and machine learning applied to customs fraud control in Spain,Risk Management in customs using Deep Neural Network
garca2021a,vanhoeyvel2020customs,A multi-objective bayesian approach with dynamic optimization (Mobado). a hybrid of decision theory and machine learning applied to customs fraud control in Spain,Customs fraud detection: Assessing the value of behavioural and high-cardinality data under the imbalanced learning issue
garca2021a,canrakerta2020application,A multi-objective bayesian approach with dynamic optimization (Mobado). a hybrid of decision theory and machine learning applied to customs fraud control in Spain,Application of Business Intelligence for Customs Declaration: A Case Study in Indonesia
garca2021a,kim2020date,A multi-objective bayesian approach with dynamic optimization (Mobado). a hybrid of decision theory and machine learning applied to customs fraud control in Spain,DATE: Dual Attentive Tree-aware Embedding for Customs Fraud Detection
garca2021a,qing2021risk,A multi-objective bayesian approach with dynamic optimization (Mobado). a hybrid of decision theory and machine learning applied to customs fraud control in Spain,Risk Data Analysis of Cross Border E-commerce Transactions Based on Data Mining
garca2021a,zhou2019data,A multi-objective bayesian approach with dynamic optimization (Mobado). a hybrid of decision theory and machine learning applied to customs fraud control in Spain,Data mining in customs risk detection with cost-sensitive classification
wang2021blockchain,yang2019maritime,Blockchain technology for port logistics capability: Exclusive or sharing,"Maritime shipping digitalization: Blockchain-based technology applications, future improvements, and intention to use"
sinha2021blockchainbased,triepels2018datadriven,Blockchain-based smart contract for international business – a framework,Data-driven fraud detection in international shipping
sinha2021blockchainbased,segers2019the,Blockchain-based smart contract for international business – a framework,The use of a blockchain-based smart import declaration to reduce the need for manual cross-validation by customs authorities
sinha2021blockchainbased,juma2019a,Blockchain-based smart contract for international business – a framework,A Survey on Using Blockchain in Trade Supply Chain Solutions
harris2021using,chang2020blockchainenabled,Using Hyperledger Fabric to Reduce Fraud in International Trade,Blockchain-enabled trade finance innovation: A potential paradigm shift on using letter of credit
chen2021the,li2019customs,The use of machine learning to identify the correctness of HS Code for the customs import declarations,Customs classification for cross-border e-commerce based on text-image adaptive convolutional neural network
chen2021the,rukanova2021identifying,The use of machine learning to identify the correctness of HS Code for the customs import declarations,Identifying the value of data analytics in the context of government supervision: Insights from the customs domain
rukanova2021ecommerce,rukanova2021identifying,eCommerce Platforms Evaluation Framework for Government,Identifying the value of data analytics in the context of government supervision: Insights from the customs domain
hofman2021using,rukanova2021identifying,Using Business Data in Customs Risk Management: Data Quality and Data Value Perspective,Identifying the value of data analytics in the context of government supervision: Insights from the customs domain
weerakoon2021analysis,chang2020blockchainenabled,Analysis of feasibility of blockchain technology for international trade related to sri lankan construction industry,Blockchain-enabled trade finance innovation: A potential paradigm shift on using letter of credit
niu2021should,yoon2020the,Should multinational firms implement blockchain to provide quality verification?,The value of Blockchain technology implementation in international trades under demand volatility risk
pavlova2021digitalization,yang2019maritime,Digitalization of Tax and Customs Control of Foreign Trade Operations,"Maritime shipping digitalization: Blockchain-based technology applications, future improvements, and intention to use"
abidi2021blockchainbased,gao2018coc,Blockchain-based secure information sharing for supply chain management: Optimization assisted data sanitization process,CoC: A Unified Distributed Ledger Based Supply Chain Management System
anouche2020the,segers2019the,The potential of the blockchain for coordinated border management in developing countries,The use of a blockchain-based smart import declaration to reduce the need for manual cross-validation by customs authorities
anouche2020the,macedo2018blockchain,The potential of the blockchain for coordinated border management in developing countries,"Blockchain for trade facilitation: Ethereum, eWTP, COs and regulatory issues"
irannezhad2020the,yang2019maritime,The Architectural Design Requirements of a Blockchain-Based Port Community System,"Maritime shipping digitalization: Blockchain-based technology applications, future improvements, and intention to use"
fedotova2020problems,li2006inspectionoriented,Problems of digital transformation of customs services on classification of goods,Inspection-oriented coding service based on machine learning and semantics mining
fedotova2020problems,li2019customs,Problems of digital transformation of customs services on classification of goods,Customs classification for cross-border e-commerce based on text-image adaptive convolutional neural network
mikuriya2020if,wang2010classification,"If algorithms dream of customs, do customs officials dream of algorithms? A manifesto for data mobilisation in customs",Classification model based on association rules in customs risk management application
mikuriya2020if,chalendard2019the,"If algorithms dream of customs, do customs officials dream of algorithms? A manifesto for data mobilisation in customs",The use of detailed statistical data in customs reforms: The case of Madagascar
mikuriya2020if,vanhoeyvel2020customs,"If algorithms dream of customs, do customs officials dream of algorithms? A manifesto for data mobilisation in customs",Customs fraud detection: Assessing the value of behavioural and high-cardinality data under the imbalanced learning issue
mikuriya2020if,zhou2019data,"If algorithms dream of customs, do customs officials dream of algorithms? A manifesto for data mobilisation in customs",Data mining in customs risk detection with cost-sensitive classification
nelson2020machine,zhou2019data,Machine learning for detection of trade in strategic goods: An approach to support future customs enforcement and outreach,Data mining in customs risk detection with cost-sensitive classification
kim2020date,triepels2018datadriven,DATE: Dual Attentive Tree-aware Embedding for Customs Fraud Detection,Data-driven fraud detection in international shipping
kim2020date,vanhoeyvel2020customs,DATE: Dual Attentive Tree-aware Embedding for Customs Fraud Detection,Customs fraud detection: Assessing the value of behavioural and high-cardinality data under the imbalanced learning issue
kim2020date,canrakerta2020application,DATE: Dual Attentive Tree-aware Embedding for Customs Fraud Detection,Application of Business Intelligence for Customs Declaration: A Case Study in Indonesia
kim2020date,zhou2019data,DATE: Dual Attentive Tree-aware Embedding for Customs Fraud Detection,Data mining in customs risk detection with cost-sensitive classification
vanhoeyvel2020customs,kumar2006development,Customs fraud detection: Assessing the value of behavioural and high-cardinality data under the imbalanced learning issue,Development of hybrid classification methodology for mining skewed data sets - A case study of Indian customs data
vanhoeyvel2020customs,wang2010classification,Customs fraud detection: Assessing the value of behavioural and high-cardinality data under the imbalanced learning issue,Classification model based on association rules in customs risk management application
liu2020a,chang2020blockchain,A blockchain-based framework of cross-border e-commerce supply chain,"Blockchain in global supply chains and cross border trade: a critical synthesis of the state-of-the-art, challenges and opportunities"
yoon2020the,chang2020blockchain,The value of Blockchain technology implementation in international trades under demand volatility risk,"Blockchain in global supply chains and cross border trade: a critical synthesis of the state-of-the-art, challenges and opportunities"
spichakova2020using,li2019customs,Using machine learning for automated assessment of misclassification of goods for fraud detection,Customs classification for cross-border e-commerce based on text-image adaptive convolutional neural network
zhou2019data,wang2010classification,Data mining in customs risk detection with cost-sensitive classification,Classification model based on association rules in customs risk management application
segers2019the,triepels2015uncovering,The use of a blockchain-based smart import declaration to reduce the need for manual cross-validation by customs authorities,Uncovering document fraud in maritime freight transport based on probabilistic classification
segers2019the,triepels2018datadriven,The use of a blockchain-based smart import declaration to reduce the need for manual cross-validation by customs authorities,Data-driven fraud detection in international shipping
juma2019a,chang2020blockchain,A Survey on Using Blockchain in Trade Supply Chain Solutions,"Blockchain in global supply chains and cross border trade: a critical synthesis of the state-of-the-art, challenges and opportunities"
juma2019a,macedo2018blockchain,A Survey on Using Blockchain in Trade Supply Chain Solutions,"Blockchain for trade facilitation: Ethereum, eWTP, COs and regulatory issues"
triepels2018datadriven,triepels2015uncovering,Data-driven fraud detection in international shipping,Uncovering document fraud in maritime freight transport based on probabilistic classification
triepels2018datadriven,wang2010classification,Data-driven fraud detection in international shipping,Classification model based on association rules in customs risk management application
triepels2015uncovering,wang2010classification,Uncovering document fraud in maritime freight transport based on probabilistic classification,Classification model based on association rules in customs risk management application
zang2008an,li2006inspectionoriented,An ontological engineering approach for automating inspection and quarantine at airports,Inspection-oriented coding service based on machine learning and semantics mining
