citing_id,cited_id,citing_title,cited_title
sasana2025towards,zhou2022harmonized,Towards Better HS Code Prediction: A Comparative Study of Machine Learning and NLP Approaches,Harmonized system code prediction of import and export commodities based on Hybrid Convolutional Neural Network with Auxiliary Network
sasana2025towards,shubham2023an,Towards Better HS Code Prediction: A Comparative Study of Machine Learning and NLP Approaches,An Ensemble-based approach for assigning text to correct Harmonized system code
sasana2025towards,lee2024explainable,Towards Better HS Code Prediction: A Comparative Study of Machine Learning and NLP Approaches,Explainable Product Classification for Customs
li2025optimisation,ye2024ecommerce,Optimisation of cross border export e-commerce supply chain network based on machine learning and random programming,E-Commerce Logistics and Supply Chain Network Optimization for Cross-Border
li2025optimisation,gong2024optimization,Optimisation of cross border export e-commerce supply chain network based on machine learning and random programming,Optimization of cross-border E-commerce (CBEC) supply chain management based on fuzzy logic and auction theory
nguyen2025cocp,zang2008an,COCP: A MODULAR CORE ONTOLOGY FOR INTELLIGENT MANAGEMENT OF CUSTOMS PROCEDURES,An ontological engineering approach for automating inspection and quarantine at airports
lai2025research,liu2020a,Research on Data Fusion-Driven Collaborative Logistics Development in the Bay Area: Study of Guangdong-Hong Kong-Macao Cross-Border,A blockchain-based framework of cross-border e-commerce supply chain
ranasinghe2025machine,zhou2019data,Machine Learning Based Prediction of Customs Clearance Times in Sri Lanka-An Ensemble Learning Approach,Data mining in customs risk detection with cost-sensitive classification
tuccaroglu2025the,chang2020blockchainenabled,The need for blockchain technologies in international trade in conflicting regions: a case of Cyprus,Blockchain-enabled trade finance innovation: A potential paradigm shift on using letter of credit
zuo2025coupling,teng2021route,Coupling Between Sustainable Development of Cross-Border E-Commerce and E-Commerce Law Under the Belt and Road Initiative: Evidence From China,Route planning method for cross-border e-commerce logistics of agricultural products based on recurrent neural network
zuo2025coupling,li2022hybrid,Coupling Between Sustainable Development of Cross-Border E-Commerce and E-Commerce Law Under the Belt and Road Initiative: Evidence From China,Hybrid recommendation algorithm of cross-border e-commerce items based on artificial intelligence and multiview collaborative fusion
zuo2025coupling,ye2024ecommerce,Coupling Between Sustainable Development of Cross-Border E-Commerce and E-Commerce Law Under the Belt and Road Initiative: Evidence From China,E-Commerce Logistics and Supply Chain Network Optimization for Cross-Border
yang2025cross,li2022hybrid,Cross Border E-commerce Intelligent Image Recognition and Processing System Based on Deep Learning,Hybrid recommendation algorithm of cross-border e-commerce items based on artificial intelligence and multiview collaborative fusion
chen2024commodity,liu2020a,Commodity Traceability in Cross-border E-commerce Based on Blockchain Smart Contracts,A blockchain-based framework of cross-border e-commerce supply chain
chen2024commodity,hua2021research,Commodity Traceability in Cross-border E-commerce Based on Blockchain Smart Contracts,Research on the Information Tracing Model for Cross-border E-commerce Products based on Blockchain
chen2024commodity,zhou2022blockchainenabled,Commodity Traceability in Cross-border E-commerce Based on Blockchain Smart Contracts,Blockchain-Enabled Cross-Border E-Commerce Supply Chain Management: A Bibliometric Systematic Review
xie2024predicting,ji2019an,Predicting sales and cross-border e-commerce supply chain management using artificial neural networks and the Capuchin search algorithm,An application of a three-stage XGboost-based model to sales forecasting of a cross-border e-commerce enterprise
xie2024predicting,zhang2022prediction,Predicting sales and cross-border e-commerce supply chain management using artificial neural networks and the Capuchin search algorithm,Prediction of Purchase Volume of Cross-Border e-Commerce Platform Based on BP Neural Network
xie2024predicting,li2023design,Predicting sales and cross-border e-commerce supply chain management using artificial neural networks and the Capuchin search algorithm,Design of Pricing Decision Algorithm for Cross-Border E-business Import Supply Chain Based on Deep Learning
xie2024predicting,wang2024a,Predicting sales and cross-border e-commerce supply chain management using artificial neural networks and the Capuchin search algorithm,A IoT-Based Framework for Cross-Border E-Commerce Supply Chain Using Machine Learning and Optimization
xie2024predicting,ye2024ecommerce,Predicting sales and cross-border e-commerce supply chain management using artificial neural networks and the Capuchin search algorithm,E-Commerce Logistics and Supply Chain Network Optimization for Cross-Border
ozturk2024the,tjoa2022airman,The Impact of AI on International Trade: Opportunities and Challenges,AIRMan: An Artificial Intelligence (AI) Risk Management System
liao2024enhanced,du2021hscodenet,Enhanced HS Code Classification for Import and Export Goods via Multiscale Attention and ERNIE-BiLSTM,HScodeNet: Combining Hierarchical Sequential and Global Spatial Information of Text for Commodity HS Code Classification
liao2024enhanced,chen2021neural,Enhanced HS Code Classification for Import and Export Goods via Multiscale Attention and ERNIE-BiLSTM,Neural machine translation for harmonized system codes prediction
liao2024enhanced,chen2021the,Enhanced HS Code Classification for Import and Export Goods via Multiscale Attention and ERNIE-BiLSTM,The use of machine learning to identify the correctness of HS Code for the customs import declarations
liao2024enhanced,zhou2022harmonized,Enhanced HS Code Classification for Import and Export Goods via Multiscale Attention and ERNIE-BiLSTM,Harmonized system code prediction of import and export commodities based on Hybrid Convolutional Neural Network with Auxiliary Network
ma2024challenges,tang2023dataintensive,Challenges and Opportunities of Implementing AI in Cross-Border E-Commerce: A Comparative Study of Industry Practices,Data-Intensive Inventory Forecasting with Artificial Intelligence Models for Cross-Border E-Commerce Service Automation
liaqat2024securing,yang2019maritime,Securing oil port logistics: A blockchain framework for efficient and trustworthy trade documents,"Maritime shipping digitalization: Blockchain-based technology applications, future improvements, and intention to use"
jiang2024blockchain,niu2021should,"Blockchain technology empowers the cross-border dual-channel supply chain: Introduction strategy, tax differences, optimal decisions",Should multinational firms implement blockchain to provide quality verification?
jiang2024blockchain,lee2021blockchainbased,"Blockchain technology empowers the cross-border dual-channel supply chain: Introduction strategy, tax differences, optimal decisions",Blockchain‐based traceability for anti‐counterfeit in cross‐border e‐commerce transactions
jiang2024blockchain,tian2024improving,"Blockchain technology empowers the cross-border dual-channel supply chain: Introduction strategy, tax differences, optimal decisions",Improving operational efficiency through blockchain: evidence from a field experiment in cross-border trade
jiang2024blockchain,biswas2023traceability,"Blockchain technology empowers the cross-border dual-channel supply chain: Introduction strategy, tax differences, optimal decisions",Traceability vs. sustainability in supply chains: The implications of blockchain
jiang2024blockchain,zhou2022blockchainenabled,"Blockchain technology empowers the cross-border dual-channel supply chain: Introduction strategy, tax differences, optimal decisions",Blockchain-Enabled Cross-Border E-Commerce Supply Chain Management: A Bibliometric Systematic Review
cao2024application,mikuriya2020if,Application of Artificial Intelligence Technology in the Supervision of Customs Clearance Machine Inspection,"If algorithms dream of customs, do customs officials dream of algorithms? A manifesto for data mobilisation in customs"
yang2024the,zhang2021action,The improved BP neural network supply chain performance evaluation model under the cross-border e-commerce marketing chain,Action Mechanism and Model of Cross-Border E-Commerce Green Supply Chain Based on Customer Behavior
yang2024the,zhou2022blockchainenabled,The improved BP neural network supply chain performance evaluation model under the cross-border e-commerce marketing chain,Blockchain-Enabled Cross-Border E-Commerce Supply Chain Management: A Bibliometric Systematic Review
tian2024unstructured,han2024research,Unstructured Document Information Extraction Method with Multi-Faceted Domain Knowledge Graph Assistance for M2M Customs Risk Prevention and Screening Application,Research on the Construction of Intelligent Customs Clearance Information System for Cross-Border Road Cargo Between Guangdong and Hong Kong
khan2024the,azmeh2020the,THE INTERSECTION OF ARTIFICIAL INTELLIGENCE AND INTERNATIONAL TRADE LAWS: CHALLENGES AND OPPORTUNITIES; TITIK PERTEMUAN KECERDASAN BUATAN DAN UNDANG-UNDANG PERDAGANGAN ANTARABANGSA: CABARAN DAN KESEMP,The international trade regime and the quest for free digital trade
khan2024the,jaloliddin2023digitalization,THE INTERSECTION OF ARTIFICIAL INTELLIGENCE AND INTERNATIONAL TRADE LAWS: CHALLENGES AND OPPORTUNITIES; TITIK PERTEMUAN KECERDASAN BUATAN DAN UNDANG-UNDANG PERDAGANGAN ANTARABANGSA: CABARAN DAN KESEMP,Digitalization in Global Trade: Opportunities and Challenges for Investment
grainger2024customs,nelson2020machine,Customs Tariff Classification and the Use of Assistive Technologies,Machine learning for detection of trade in strategic goods: An approach to support future customs enforcement and outreach
grainger2024customs,lux2021classification,Customs Tariff Classification and the Use of Assistive Technologies,Classification of Goods: What are the Hurdles and Pitfalls in the Use of Automation or IT Support?
dangsawang2024a,visser2016automated,A machine learning approach for detecting customs fraud through unstructured data analysis in social media,Automated comparison of X-ray images for cargo scanning
ye2024ecommerce,zhang2022prediction,E-Commerce Logistics and Supply Chain Network Optimization for Cross-Border,Prediction of Purchase Volume of Cross-Border e-Commerce Platform Based on BP Neural Network
lee2024explainable,li2019customs,Explainable Product Classification for Customs,Customs classification for cross-border e-commerce based on text-image adaptive convolutional neural network
lee2024explainable,chen2021neural,Explainable Product Classification for Customs,Neural machine translation for harmonized system codes prediction
lee2024explainable,kim2023active,Explainable Product Classification for Customs,Active Learning for Human-in-the-Loop Customs Inspection
hua2024international,chang2020blockchain,International trade privacy data management system combining Internet of Things blockchain,"Blockchain in global supply chains and cross border trade: a critical synthesis of the state-of-the-art, challenges and opportunities"
hua2024international,vilkov2019blockchain,International trade privacy data management system combining Internet of Things blockchain,Blockchain as a Solution to the Problem of Illegal Timber Trade between Russia and China: SWOT Analysis
hua2024international,sinha2021blockchainbased,International trade privacy data management system combining Internet of Things blockchain,Blockchain-based smart contract for international business – a framework
hua2024international,macedo2018blockchain,International trade privacy data management system combining Internet of Things blockchain,"Blockchain for trade facilitation: Ethereum, eWTP, COs and regulatory issues"
saha2024policy,jaloliddin2023digitalization,Policy Suggestions Using Artificial Intelligence Techniques - A Machine Learning Algorithms Approach,Digitalization in Global Trade: Opportunities and Challenges for Investment
saha2024policy,meltzer2024the,Policy Suggestions Using Artificial Intelligence Techniques - A Machine Learning Algorithms Approach,"The Impact of Foundational AI on International Trade, Services and Supply Chains in Asia"
gancheva2024computeraided,dangsawang2024a,Computer-Aided System for Customs Fraud Analytics Based on Artificial Intelligence Techniques,A machine learning approach for detecting customs fraud through unstructured data analysis in social media
utomo2024national,dong2022the,National Single Window Focus Area from the Perspective of IT Governance: Case Study in Government Sea Transportation Agency,The Secure Data Sharing and Interchange Model Based on Blockchain for Single Window in Trade Facilitation
gancheva2024customs,kim2020date,Customs Fraud Detection Method Based on Artificial Intelligence and Data Analytics,DATE: Dual Attentive Tree-aware Embedding for Customs Fraud Detection
gancheva2024customs,kim2023active,Customs Fraud Detection Method Based on Artificial Intelligence and Data Analytics,Active Learning for Human-in-the-Loop Customs Inspection
gancheva2024customs,dangsawang2024a,Customs Fraud Detection Method Based on Artificial Intelligence and Data Analytics,A machine learning approach for detecting customs fraud through unstructured data analysis in social media
chilomo2024leveraging,kim2020date,Leveraging ML to Detect Fraudulent Customs Declaration: A Case of Logistic Regression and LightGBM Algorithms,DATE: Dual Attentive Tree-aware Embedding for Customs Fraud Detection
chilomo2024leveraging,he2021a,Leveraging ML to Detect Fraudulent Customs Declaration: A Case of Logistic Regression and LightGBM Algorithms,A commodity classification framework based on machine learning for analysis of trade declaration
xue2024multidimensional,wang2024the,Multidimensional Data Analysis and Optimization of Regulatory Decision Making for Financial Activities in Hainan Free Trade Port in the Era of Artificial Intelligence,"The Power of Digitalization, the Hainan Free Trade Port, and Regulations for Modern Economic Development in Turkmenistan Are Significant"
yang2024a,shi2020analytics,A neural network-based model for cross-border e-commerce supply chain demand forecasting and inventory optimization,Analytics for Cross-Border E-Commerce: Inventory Risk Management of an Online Fashion Retailer
yang2024a,tang2023dataintensive,A neural network-based model for cross-border e-commerce supply chain demand forecasting and inventory optimization,Data-Intensive Inventory Forecasting with Artificial Intelligence Models for Cross-Border E-Commerce Service Automation
yang2024a,wang2024a,A neural network-based model for cross-border e-commerce supply chain demand forecasting and inventory optimization,A IoT-Based Framework for Cross-Border E-Commerce Supply Chain Using Machine Learning and Optimization
yang2024a,jin2024exploration,A neural network-based model for cross-border e-commerce supply chain demand forecasting and inventory optimization,Exploration of cross-border e-commerce and its logistics supply chain innovation and development path for agricultural exports based on deep learning
yang2024a,ye2024ecommerce,A neural network-based model for cross-border e-commerce supply chain demand forecasting and inventory optimization,E-Commerce Logistics and Supply Chain Network Optimization for Cross-Border
yang2024a,xie2024predicting,A neural network-based model for cross-border e-commerce supply chain demand forecasting and inventory optimization,Predicting sales and cross-border e-commerce supply chain management using artificial neural networks and the Capuchin search algorithm
yang2024a,gong2024optimization,A neural network-based model for cross-border e-commerce supply chain demand forecasting and inventory optimization,Optimization of cross-border E-commerce (CBEC) supply chain management based on fuzzy logic and auction theory
adil2024applications,chang2020blockchain,Applications of Blockchain Technology in International Trade and Supply Chain Management: A Systematic Literature Review,"Blockchain in global supply chains and cross border trade: a critical synthesis of the state-of-the-art, challenges and opportunities"
adil2024applications,juma2019a,Applications of Blockchain Technology in International Trade and Supply Chain Management: A Systematic Literature Review,A Survey on Using Blockchain in Trade Supply Chain Solutions
ji2024design,guo2022crossborder,Design of Cross-Border e-Commerce Supply Chain Network Driven by Machine Learning,Cross-border e-commerce platform for commodity automatic pricing model based on deep learning
huang2024optimizing,lei2021research,Optimizing Cross Border E-commerce User Experience Through Machine Learning,Research on the Evaluation of Cross-Border E-Commerce Overseas Strategic Climate Based on Decision Tree and Adaptive Boosting Classification Models
yanac2024systematic,wang2021blockchain,Systematic Review of Blockchain Technology Applied to Maritime Freight Transport,Blockchain technology for port logistics capability: Exclusive or sharing
yanac2024systematic,balci2021blockchain,Systematic Review of Blockchain Technology Applied to Maritime Freight Transport,Blockchain adoption in the maritime supply chain: Examining barriers and salient stakeholders in containerized international trade
zhao2024a,song2019crossborder,A Study of Cross-Border E-Commerce Supply Chain Research Rrends: Based on Knowledge Mapping and Literature Analysis,Cross-border e-commerce commodity risk assessment using text mining and fuzzy rule-based reasoning
zhao2024a,ji2019an,A Study of Cross-Border E-Commerce Supply Chain Research Rrends: Based on Knowledge Mapping and Literature Analysis,An application of a three-stage XGboost-based model to sales forecasting of a cross-border e-commerce enterprise
zhao2024a,liu2020a,A Study of Cross-Border E-Commerce Supply Chain Research Rrends: Based on Knowledge Mapping and Literature Analysis,A blockchain-based framework of cross-border e-commerce supply chain
zhao2024a,niu2021should,A Study of Cross-Border E-Commerce Supply Chain Research Rrends: Based on Knowledge Mapping and Literature Analysis,Should multinational firms implement blockchain to provide quality verification?
zhao2024a,zhang2021action,A Study of Cross-Border E-Commerce Supply Chain Research Rrends: Based on Knowledge Mapping and Literature Analysis,Action Mechanism and Model of Cross-Border E-Commerce Green Supply Chain Based on Customer Behavior
zhao2024a,tian2024improving,A Study of Cross-Border E-Commerce Supply Chain Research Rrends: Based on Knowledge Mapping and Literature Analysis,Improving operational efficiency through blockchain: evidence from a field experiment in cross-border trade
zhao2024a,zhou2022blockchainenabled,A Study of Cross-Border E-Commerce Supply Chain Research Rrends: Based on Knowledge Mapping and Literature Analysis,Blockchain-Enabled Cross-Border E-Commerce Supply Chain Management: A Bibliometric Systematic Review
zhao2024a,chen2022a,A Study of Cross-Border E-Commerce Supply Chain Research Rrends: Based on Knowledge Mapping and Literature Analysis,A study of cross-border E-commerce research trends: Based on knowledge mapping and literature analysis
zhao2024a,tang2023dataintensive,A Study of Cross-Border E-Commerce Supply Chain Research Rrends: Based on Knowledge Mapping and Literature Analysis,Data-Intensive Inventory Forecasting with Artificial Intelligence Models for Cross-Border E-Commerce Service Automation
zhao2024a,tan2023performance,A Study of Cross-Border E-Commerce Supply Chain Research Rrends: Based on Knowledge Mapping and Literature Analysis,Performance evaluation model of cross border e-commerce supply chain based on LMBP feedback neural network
tyagi2024smart,spichakova2020using,Smart electronic governance in international trade using blockchain and Naïve Bayes’ based text classification to prevent import duty frauds,Using machine learning for automated assessment of misclassification of goods for fraud detection
shafin2024a,chang2020blockchain,A Blockchain and Machine Learning-Based Integrated Framework for Dynamic Customs Security Enhancement with a Focus on Smuggling,"Blockchain in global supply chains and cross border trade: a critical synthesis of the state-of-the-art, challenges and opportunities"
shafin2024a,kachanova2023customs,A Blockchain and Machine Learning-Based Integrated Framework for Dynamic Customs Security Enhancement with a Focus on Smuggling,Customs and logistics activities in ensuring financial and economic security
wei2024a,zhang2021action,A Cross border Trade Supply Chain Information Platform Based on Artificial Intelligence,Action Mechanism and Model of Cross-Border E-Commerce Green Supply Chain Based on Customer Behavior
wei2024a,zhang2022prediction,A Cross border Trade Supply Chain Information Platform Based on Artificial Intelligence,Prediction of Purchase Volume of Cross-Border e-Commerce Platform Based on BP Neural Network
wei2024a,tang2023dataintensive,A Cross border Trade Supply Chain Information Platform Based on Artificial Intelligence,Data-Intensive Inventory Forecasting with Artificial Intelligence Models for Cross-Border E-Commerce Service Automation
wei2024a,tan2023performance,A Cross border Trade Supply Chain Information Platform Based on Artificial Intelligence,Performance evaluation model of cross border e-commerce supply chain based on LMBP feedback neural network
wei2024a,wolf2024an,A Cross border Trade Supply Chain Information Platform Based on Artificial Intelligence,An analysis of blockchain versus relational databases for digitalising information flows in global supply chains using the analytic network process
wei2024a,wang2024a,A Cross border Trade Supply Chain Information Platform Based on Artificial Intelligence,A IoT-Based Framework for Cross-Border E-Commerce Supply Chain Using Machine Learning and Optimization
paladin2024blockchain,irannezhad2020the,Blockchain Technology's Effects on Big Data in Maritime Transportation,The Architectural Design Requirements of a Blockchain-Based Port Community System
zhao2024multiangle,guo2022crossborder,Multi-angle perception and convolutional neural network for service quality evaluation of cross-border e-commerce logistics enterprise,Cross-border e-commerce platform for commodity automatic pricing model based on deep learning
zhao2024multiangle,yang2023the,Multi-angle perception and convolutional neural network for service quality evaluation of cross-border e-commerce logistics enterprise,"The Digital Platform, Enterprise Digital Transformation, and Enterprise Performance of Cross-Border E-Commerce—From the Perspective of Digital Transformation and Data Elements"
shan2024design,chen2021optimization,Design and Application of Global Energy Trade Cross Border E-commerce Optimization Model,Optimization Model of Cross-Border E-commerce Payment Security by Blockchain Finance
wu2024compliance,chang2020blockchain,Compliance checking for cross-border construction logistics clearance using blockchain smart contracts and oracles,"Blockchain in global supply chains and cross border trade: a critical synthesis of the state-of-the-art, challenges and opportunities"
wu2024compliance,yang2019maritime,Compliance checking for cross-border construction logistics clearance using blockchain smart contracts and oracles,"Maritime shipping digitalization: Blockchain-based technology applications, future improvements, and intention to use"
wu2024compliance,liu2020a,Compliance checking for cross-border construction logistics clearance using blockchain smart contracts and oracles,A blockchain-based framework of cross-border e-commerce supply chain
wu2024compliance,tian2024improving,Compliance checking for cross-border construction logistics clearance using blockchain smart contracts and oracles,Improving operational efficiency through blockchain: evidence from a field experiment in cross-border trade
chen2024optimization,zhang2021action,Optimization strategy of cross-border e-commerce supply chain network based on machine learning,Action Mechanism and Model of Cross-Border E-Commerce Green Supply Chain Based on Customer Behavior
ding2024crossborder,song2019crossborder,Cross-Border e-Commerce Payment Risk Based on Blockchain Underlying Technology,Cross-border e-commerce commodity risk assessment using text mining and fuzzy rule-based reasoning
jin2024exploration,song2019crossborder,Exploration of cross-border e-commerce and its logistics supply chain innovation and development path for agricultural exports based on deep learning,Cross-border e-commerce commodity risk assessment using text mining and fuzzy rule-based reasoning
jin2024exploration,liu2020a,Exploration of cross-border e-commerce and its logistics supply chain innovation and development path for agricultural exports based on deep learning,A blockchain-based framework of cross-border e-commerce supply chain
jin2024exploration,deng2021an,Exploration of cross-border e-commerce and its logistics supply chain innovation and development path for agricultural exports based on deep learning,An early risk warning of cross-border E-commerce using BP neural network
wolf2024an,chang2020blockchain,An analysis of blockchain versus relational databases for digitalising information flows in global supply chains using the analytic network process,"Blockchain in global supply chains and cross border trade: a critical synthesis of the state-of-the-art, challenges and opportunities"
wolf2024an,liu2023blockchain,An analysis of blockchain versus relational databases for digitalising information flows in global supply chains using the analytic network process,"Blockchain technology in maritime supply chains: applications, architecture and challenges"
tian2024towards,chang2020blockchain,Towards greener trade and global supply chain environmental accounting. An embodied environmental resources blockchain design,"Blockchain in global supply chains and cross border trade: a critical synthesis of the state-of-the-art, challenges and opportunities"
tian2024towards,liu2023blockchain,Towards greener trade and global supply chain environmental accounting. An embodied environmental resources blockchain design,"Blockchain technology in maritime supply chains: applications, architecture and challenges"
tian2024towards,balci2021blockchain,Towards greener trade and global supply chain environmental accounting. An embodied environmental resources blockchain design,Blockchain adoption in the maritime supply chain: Examining barriers and salient stakeholders in containerized international trade
tian2024improving,chang2020blockchain,Improving operational efficiency through blockchain: evidence from a field experiment in cross-border trade,"Blockchain in global supply chains and cross border trade: a critical synthesis of the state-of-the-art, challenges and opportunities"
tian2024improving,liu2023blockchain,Improving operational efficiency through blockchain: evidence from a field experiment in cross-border trade,"Blockchain technology in maritime supply chains: applications, architecture and challenges"
wang2024researchb,chen2023empirical,Research on The Strategy of Filtering Algorithm To Promote The Transformation and Upgrading of International Trade,Empirical analysis of integrated teaching mode of international trade based on practical training data detection and neural network
wang2024researchb,gupta2024aosakel,Research on The Strategy of Filtering Algorithm To Promote The Transformation and Upgrading of International Trade,AO-SAKEL: arithmetic optimization-based self-adaptive kernel extreme learning for international trade prediction
shlapak2023digital,tananaiko2023economic,DIGITAL TRANSFORMATION OF INTERNATIONAL TRADE IN THE CONTEXT OF GLOBAL COMPETITION: TECHNOLOGICAL INNOVATIONS AND INVESTMENT PRIORITIES,Economic Rationale for Manifestations of Asymmetry in the Global Trading System
kim2023active,vanhoeyvel2020customs,Active Learning for Human-in-the-Loop Customs Inspection,Customs fraud detection: Assessing the value of behavioural and high-cardinality data under the imbalanced learning issue
kim2023active,kim2020date,Active Learning for Human-in-the-Loop Customs Inspection,DATE: Dual Attentive Tree-aware Embedding for Customs Fraud Detection
kim2023active,park2022knowledge,Active Learning for Human-in-the-Loop Customs Inspection,Knowledge Sharing via Domain Adaptation in Customs Fraud Detection
singh2023graphfc,kumar2006development,GraphFC: Customs Fraud Detection with Label Scarcity,Development of hybrid classification methodology for mining skewed data sets - A case study of Indian customs data
singh2023graphfc,triepels2018datadriven,GraphFC: Customs Fraud Detection with Label Scarcity,Data-driven fraud detection in international shipping
singh2023graphfc,canrakerta2020application,GraphFC: Customs Fraud Detection with Label Scarcity,Application of Business Intelligence for Customs Declaration: A Case Study in Indonesia
singh2023graphfc,kim2020date,GraphFC: Customs Fraud Detection with Label Scarcity,DATE: Dual Attentive Tree-aware Embedding for Customs Fraud Detection
jang2023data,cho2021data,Data Augmentation of X-ray Images for Automatic Cargo Inspection of Nuclear Items,Data augmentation of backscatter x-ray images for deep learning-based automatic cargo inspection
luo2023fuzzy,li2019customs,Fuzzy Logic and Neural Network-based Risk Assessment Model for Import and Export Enterprises: A Review,Customs classification for cross-border e-commerce based on text-image adaptive convolutional neural network
luo2023fuzzy,song2019crossborder,Fuzzy Logic and Neural Network-based Risk Assessment Model for Import and Export Enterprises: A Review,Cross-border e-commerce commodity risk assessment using text mining and fuzzy rule-based reasoning
luo2023fuzzy,vanhoeyvel2020customs,Fuzzy Logic and Neural Network-based Risk Assessment Model for Import and Export Enterprises: A Review,Customs fraud detection: Assessing the value of behavioural and high-cardinality data under the imbalanced learning issue
luo2023fuzzy,han2023dynamic,Fuzzy Logic and Neural Network-based Risk Assessment Model for Import and Export Enterprises: A Review,Dynamic Weights Based Risk Rule Generation Algorithm for Incremental Data of Customs Declarations
luo2023fuzzy,zhou2019data,Fuzzy Logic and Neural Network-based Risk Assessment Model for Import and Export Enterprises: A Review,Data mining in customs risk detection with cost-sensitive classification
datta2023timbersleuth,nelson2020machine,TimberSleuth: Visual anomaly detection with human feedback for mitigating the illegal timber trade,Machine learning for detection of trade in strategic goods: An approach to support future customs enforcement and outreach
grekov2023model,fedotova2020problems,MODEL OF DIGITAL TRANSFORMATION OF CUSTOMS SERVICES AIMED AT MAKING CUSTOMS CONTROL OF GOODS SENT BY INTERNATIONAL MAIL MORE EFFECTIVE (WITH REFERENCE TO MEDICAL DRUGS),Problems of digital transformation of customs services on classification of goods
tan2023performance,yang2023the,Performance evaluation model of cross border e-commerce supply chain based on LMBP feedback neural network,"The Digital Platform, Enterprise Digital Transformation, and Enterprise Performance of Cross-Border E-Commerce—From the Perspective of Digital Transformation and Data Elements"
yang2023the,shi2020analytics,"The Digital Platform, Enterprise Digital Transformation, and Enterprise Performance of Cross-Border E-Commerce—From the Perspective of Digital Transformation and Data Elements",Analytics for Cross-Border E-Commerce: Inventory Risk Management of an Online Fashion Retailer
yang2023the,shen2020the,"The Digital Platform, Enterprise Digital Transformation, and Enterprise Performance of Cross-Border E-Commerce—From the Perspective of Digital Transformation and Data Elements","The new ecosystem of cross-border e-commerce among Korea, China and Japan based on blockchain"
yang2023the,guo2022crossborder,"The Digital Platform, Enterprise Digital Transformation, and Enterprise Performance of Cross-Border E-Commerce—From the Perspective of Digital Transformation and Data Elements",Cross-border e-commerce platform for commodity automatic pricing model based on deep learning
tang2023dataintensive,shi2020analytics,Data-Intensive Inventory Forecasting with Artificial Intelligence Models for Cross-Border E-Commerce Service Automation,Analytics for Cross-Border E-Commerce: Inventory Risk Management of an Online Fashion Retailer
biswas2023traceability,niu2021should,Traceability vs. sustainability in supply chains: The implications of blockchain,Should multinational firms implement blockchain to provide quality verification?
fu2023cross,shen2020the,Cross Border E-Commerce Uses Blockchain Technology to Solve Payment Risks,"The new ecosystem of cross-border e-commerce among Korea, China and Japan based on blockchain"
fu2023cross,chen2021optimization,Cross Border E-Commerce Uses Blockchain Technology to Solve Payment Risks,Optimization Model of Cross-Border E-commerce Payment Security by Blockchain Finance
sharma2023supply,chang2020blockchain,"Supply chain, geographical indicator and blockchain: provenance model for commodity","Blockchain in global supply chains and cross border trade: a critical synthesis of the state-of-the-art, challenges and opportunities"
yan2023impact,zhang2022prediction,Impact and optimization strategy of cross-border e-commerce on aquatic product supply chain under the background of big data,Prediction of Purchase Volume of Cross-Border e-Commerce Platform Based on BP Neural Network
yan2023impact,gao2025intelligence,Impact and optimization strategy of cross-border e-commerce on aquatic product supply chain under the background of big data,Intelligence customs declaration for cross-border e-commerce based on the multi-modal model and the optimal window mechanism
yan2023impact,chen2022a,Impact and optimization strategy of cross-border e-commerce on aquatic product supply chain under the background of big data,A study of cross-border E-commerce research trends: Based on knowledge mapping and literature analysis
zhang2023application,sinha2021blockchainbased,Application Research on Blockchain Technology in International Trade Settlement,Blockchain-based smart contract for international business – a framework
zhang2023application,liu2023blockchain,Application Research on Blockchain Technology in International Trade Settlement,"Blockchain technology in maritime supply chains: applications, architecture and challenges"
jones2023new,jones2023digital,New frontiers of trade and trade policy: digitalization and climate change,Digital disruption: artificial intelligence and international trade policy
rehal2023a,segers2019the,A Blockchain-Based Custom Clearance Solution for International Trade Using IPFS and Non-fungible Tokens,The use of a blockchain-based smart import declaration to reduce the need for manual cross-validation by customs authorities
rehal2023a,kim2023securing,A Blockchain-Based Custom Clearance Solution for International Trade Using IPFS and Non-fungible Tokens,Securing the Cyber Resilience of a Blockchain-Based Railroad Non-Stop Customs Clearance System
nwankwo2023sectorindependent,nwankwo2020knowledge,Sector-Independent Integrated System Architecture for Profiling Hazardous Industrial Wastes,Knowledge Discovery and Analytics in Process Reengineering: A Study of Port Clearance Processes
kongnakorn2023customs,chen2021neural,Customs Tariff Classification of Organic Chemicals with Data Mining Techniques,Neural machine translation for harmonized system codes prediction
shubham2023an,rukanova2021identifying,An Ensemble-based approach for assigning text to correct Harmonized system code,Identifying the value of data analytics in the context of government supervision: Insights from the customs domain
shubham2023an,chen2021neural,An Ensemble-based approach for assigning text to correct Harmonized system code,Neural machine translation for harmonized system codes prediction
younas2023empirical,valle2021blockchainbased,Empirical Review on the Use of Blockchain Technology in Supply Chain in the Sultanate of Oman,Blockchain‐based information management for supply chain data‐platforms
gonzlezgar2023a,wang2010classification,"A Comparison Between Bayesian Dialysis and Machine Learning to Detect Tax Fraud and Its Causes: The Case of Vat, Corporate Tax and Customs Duties in Spain",Classification model based on association rules in customs risk management application
gonzlezgar2023a,triepels2018datadriven,"A Comparison Between Bayesian Dialysis and Machine Learning to Detect Tax Fraud and Its Causes: The Case of Vat, Corporate Tax and Customs Duties in Spain",Data-driven fraud detection in international shipping
