5	6	48
5	14	30
5	22	23
5	7	20
5	16	19
5	17	18
5	25	17
5	18	15
5	3	13
5	15	13
5	23	13
5	13	13
5	4	8
6	14	26
6	1	25
6	7	24
6	22	21
6	15	18
6	13	17
6	25	16
6	16	15
6	17	15
6	3	14
6	18	13
6	23	11
6	21	10
6	4	10
6	2	9
6	9	9
6	10	8
14	18	13
14	17	12
14	16	11
14	22	11
14	23	10
14	7	9
3	25	29
3	24	27
3	18	24
3	26	19
3	7	14
3	8	12
3	27	11
3	12	10
3	4	10
25	22	16
25	18	12
25	17	10
25	26	10
25	20	9
1	21	19
1	18	11
1	2	9
1	9	9
7	4	9
22	17	13
21	9	10
21	2	8
23	19	9
8	11	8
