source_id,target_id,source,target,weight
A5028590359,A5057759705,Agnese Batenko,Kristina Čižiūnienė,1
A5100705870,A5008461757,Hong Sun,Chao Che,1
A5100705870,A5023133104,Hong Sun,Chengrui Zhou,1
A5023133104,A5008461757,Chengrui Zhou,Chao Che,1
A5008461757,A5046571602,Chao Che,Chuang Feng,1
A5008461757,A5100381999,Chao Che,Qiang Zhang,2
A5008461757,A5052842809,Chao Che,Xi Sheryl Zhang,1
A5008461757,A5055447805,Chao Che,Dongsheng Zhou,1
A5008461757,A5067717021,Chao Che,Chengjie Zhou,1
A5020699229,A5075497181,Alissar Nasser,Fatima Ouzayd,1
A5020699229,A5092581828,Alissar Nasser,Hamid Ech Cheikh,1
A5075497181,A5092581828,Fatima Ouzayd,Hamid Ech Cheikh,1
A5105397020,A5109927578,Xiaomei Zou,Yan Peng,1
A5065631862,A5016962388,Xiaofeng Li,Jing Ma,1
A5065631862,A5100324717,Xiaofeng Li,Shan Li,1
A5016962388,A5100324717,Jing Ma,Shan Li,1
A5117541728,A5011768915,Luis Kevin Cortez-Clavo,Rogger Orlando Morán Santamaría,1
A5117541728,A5117541729,Luis Kevin Cortez-Clavo,Maryorie Irania Salazar-Muñoz,1
A5117541729,A5011768915,Maryorie Irania Salazar-Muñoz,Rogger Orlando Morán Santamaría,1
A5116638944,A5116638943,Mazen Mohammed Farea,Abdullah A. Aljofi,1
A5111982765,A5077031590,Qiujie Han,Feng Guo,1
A5111982765,A5081601151,Qiujie Han,Y. Wang,1
A5111982765,A5100455796,Qiujie Han,Fei Wang,1
A5100455796,A5077031590,Fei Wang,Feng Guo,1
A5100455796,A5081601151,Fei Wang,Y. Wang,1
A5081601151,A5077031590,Y. Wang,Feng Guo,1
A5025132675,A5071390624,Anastasia W. Thayer,Hernan A. Tejeda,1
A5025132675,A5081179597,Anastasia W. Thayer,Man‐Keun Kim,1
A5025132675,A5103914282,Anastasia W. Thayer,Pengyan Sun,1
A5103914282,A5071390624,Pengyan Sun,Hernan A. Tejeda,1
A5103914282,A5081179597,Pengyan Sun,Man‐Keun Kim,1
A5071390624,A5081179597,Hernan A. Tejeda,Man‐Keun Kim,1
A5112988758,A5109476483,Jinghui Duan,Weike Jiang,1
A5016581177,A5100432144,Angga Wahyu Anggoro,Yuhua Li,1
A5016581177,A5110635957,Angga Wahyu Anggoro,Padraig Corcoran,1
A5016581177,A5115636217,Angga Wahyu Anggoro,Dennis De Widt,1
A5110635957,A5100432144,Padraig Corcoran,Yuhua Li,1
A5110635957,A5115636217,Padraig Corcoran,Dennis De Widt,1
A5115636217,A5100432144,Dennis De Widt,Yuhua Li,1
A5100454349,A5049657537,Xiaowen Wang,Meng Shi,1
A5100454349,A5100323504,Xiaowen Wang,Hui Zhang,1
A5100323504,A5049657537,Hui Zhang,Meng Shi,1
A5036380875,A5073080390,Can E. Mutlu,Philippe M. Frowd,1
A5036380875,A5114080909,Can E. Mutlu,Benjamin Müller,1
A5073080390,A5114080909,Philippe M. Frowd,Benjamin Müller,1
A5000141705,A5070639412,Rehab Osman Mohamed Osman,Sherif El‐Gendy,1
A5077461053,A5034801792,Xiu Luo,Canbin Chen,1
A5077461053,A5103408262,Xiu Luo,Yanjun Wu,1
A5077461053,A5115597513,Xiu Luo,Na Zhao,1
A5103408262,A5034801792,Yanjun Wu,Canbin Chen,1
A5103408262,A5115597513,Yanjun Wu,Na Zhao,1
A5034801792,A5115597513,Canbin Chen,Na Zhao,1
A5100393705,A5019136739,Qiao Li,Tianwei Sun,1
A5100393705,A5030958990,Qiao Li,Zhiqiang Zhao,1
A5100393705,A5032270954,Qiao Li,Lingfei Ma,1
A5100393705,A5101949530,Qiao Li,Zhigeng Wu,1
A5100393705,A5102000453,Qiao Li,Da Huo,1
A5102000453,A5019136739,Da Huo,Tianwei Sun,1
A5102000453,A5030958990,Da Huo,Zhiqiang Zhao,1
A5102000453,A5032270954,Da Huo,Lingfei Ma,1
A5102000453,A5101949530,Da Huo,Zhigeng Wu,1
A5019136739,A5030958990,Tianwei Sun,Zhiqiang Zhao,1
A5019136739,A5032270954,Tianwei Sun,Lingfei Ma,1
A5019136739,A5101949530,Tianwei Sun,Zhigeng Wu,1
A5030958990,A5032270954,Zhiqiang Zhao,Lingfei Ma,1
A5030958990,A5101949530,Zhiqiang Zhao,Zhigeng Wu,1
A5032270954,A5101949530,Lingfei Ma,Zhigeng Wu,1
A5114173988,A5009488710,Xueqi Qian,Ying-En Ge,1
A5114173988,A5024551093,Xueqi Qian,Jinglin Lin,1
A5114173988,A5030549375,Xueqi Qian,Zhihong Jin,1
A5114173988,A5062585238,Xueqi Qian,Sandra S. G. Haddad,1
A5114173988,A5100385381,Xueqi Qian,Yanan Wang,1
A5114173988,A5101610534,Xueqi Qian,Lixin Shen,1
A5101610534,A5009488710,Lixin Shen,Ying-En Ge,1
A5101610534,A5024551093,Lixin Shen,Jinglin Lin,1
A5101610534,A5030549375,Lixin Shen,Zhihong Jin,1
A5101610534,A5062585238,Lixin Shen,Sandra S. G. Haddad,1
A5101610534,A5100385381,Lixin Shen,Yanan Wang,1
A5100385381,A5009488710,Yanan Wang,Ying-En Ge,1
A5100385381,A5024551093,Yanan Wang,Jinglin Lin,1
A5100385381,A5030549375,Yanan Wang,Zhihong Jin,1
A5100385381,A5062585238,Yanan Wang,Sandra S. G. Haddad,1
A5024551093,A5009488710,Jinglin Lin,Ying-En Ge,1
A5024551093,A5030549375,Jinglin Lin,Zhihong Jin,1
A5024551093,A5062585238,Jinglin Lin,Sandra S. G. Haddad,1
A5030549375,A5009488710,Zhihong Jin,Ying-En Ge,1
A5030549375,A5062585238,Zhihong Jin,Sandra S. G. Haddad,1
A5009488710,A5062585238,Ying-En Ge,Sandra S. G. Haddad,1
A5078281567,A5066505590,Miaohui Liu,Tao Zhang,1
A5078281567,A5100447203,Miaohui Liu,Kang Chen,2
A5078281567,A5100719216,Miaohui Liu,Xiaoli Wang,1
A5078281567,A5110380611,Miaohui Liu,Xu Xin,2
A5078281567,A5100456913,Miaohui Liu,Xiaoli Wang,1
A5078281567,A5101675438,Miaohui Liu,Haichao Chen,1
A5110380611,A5066505590,Xu Xin,Tao Zhang,1
A5110380611,A5100447203,Xu Xin,Kang Chen,2
A5110380611,A5100719216,Xu Xin,Xiaoli Wang,1
A5110380611,A5100456913,Xu Xin,Xiaoli Wang,1
A5110380611,A5101675438,Xu Xin,Haichao Chen,1
A5100719216,A5066505590,Xiaoli Wang,Tao Zhang,1
A5100719216,A5100447203,Xiaoli Wang,Kang Chen,1
A5066505590,A5100447203,Tao Zhang,Kang Chen,1
A5100447203,A5100456913,Kang Chen,Xiaoli Wang,1
A5100447203,A5101675438,Kang Chen,Haichao Chen,1
A5081004258,A5064928180,Liying Li,Jianqin Zhou,1
A5100325269,A5042738796,Guan Wang,Maowei Chen,1
A5056132441,A5101940764,Jinliang Wang,Qian Huang,1
A5018306486,A5046652966,Kong‐Wah Sing,Rachel S. E. Peden,1
A5018306486,A5073703617,Kong‐Wah Sing,D. M. Hicks,1
A5046652966,A5073703617,Rachel S. E. Peden,D. M. Hicks,1
A5110074078,A5101538660,Haishui Jin,Qian Yang,1
A5100662236,A5000175336,Xuewei Liu,Yishi Han,1
A5100662236,A5010518099,Xuewei Liu,Tingzhou Lei,1
A5100662236,A5017519155,Xuewei Liu,Wenchao Ma,1
A5100662236,A5083757608,Xuewei Liu,Abdoulaye Boré,1
A5100662236,A5100655684,Xuewei Liu,Ziyang Lou,1
A5100662236,A5101764778,Xuewei Liu,Jingjing Bai,1
A5100662236,A5116035375,Xuewei Liu,Hyder Ali Alawi,1
A5010518099,A5000175336,Tingzhou Lei,Yishi Han,1
A5010518099,A5017519155,Tingzhou Lei,Wenchao Ma,1
A5010518099,A5083757608,Tingzhou Lei,Abdoulaye Boré,1
A5010518099,A5100655684,Tingzhou Lei,Ziyang Lou,1
A5010518099,A5101764778,Tingzhou Lei,Jingjing Bai,1
A5010518099,A5116035375,Tingzhou Lei,Hyder Ali Alawi,1
A5083757608,A5000175336,Abdoulaye Boré,Yishi Han,1
A5083757608,A5017519155,Abdoulaye Boré,Wenchao Ma,1
A5083757608,A5100655684,Abdoulaye Boré,Ziyang Lou,1
A5083757608,A5101764778,Abdoulaye Boré,Jingjing Bai,1
A5083757608,A5116035375,Abdoulaye Boré,Hyder Ali Alawi,1
A5100655684,A5000175336,Ziyang Lou,Yishi Han,1
A5100655684,A5017519155,Ziyang Lou,Wenchao Ma,1
A5100655684,A5101764778,Ziyang Lou,Jingjing Bai,1
A5100655684,A5116035375,Ziyang Lou,Hyder Ali Alawi,1
A5000175336,A5017519155,Yishi Han,Wenchao Ma,1
A5000175336,A5101764778,Yishi Han,Jingjing Bai,1
A5000175336,A5116035375,Yishi Han,Hyder Ali Alawi,1
A5101764778,A5017519155,Jingjing Bai,Wenchao Ma,1
A5101764778,A5116035375,Jingjing Bai,Hyder Ali Alawi,1
A5116035375,A5017519155,Hyder Ali Alawi,Wenchao Ma,1
A5101046138,A5004685851,Ran Zhang,Lin Ye,1
A5101046138,A5029704844,Ran Zhang,De Dong,1
A5101046138,A5037162594,Ran Zhang,Yixuan Zhang,1
A5101046138,A5057887504,Ran Zhang,Bing Zhang,1
A5101046138,A5076240419,Ran Zhang,Ying Zhao,1
A5101046138,A5100305418,Ran Zhang,Chen Xiaohui,1
A5101046138,A5100339933,Ran Zhang,Bing Liu,1
A5101046138,A5101816362,Ran Zhang,Chunyan Peng,1
A5029704844,A5004685851,De Dong,Lin Ye,1
A5029704844,A5037162594,De Dong,Yixuan Zhang,1
A5029704844,A5057887504,De Dong,Bing Zhang,1
A5029704844,A5076240419,De Dong,Ying Zhao,1
A5029704844,A5100305418,De Dong,Chen Xiaohui,1
A5029704844,A5100339933,De Dong,Bing Liu,1
A5029704844,A5101816362,De Dong,Chunyan Peng,1
A5100305418,A5004685851,Chen Xiaohui,Lin Ye,1
A5100305418,A5037162594,Chen Xiaohui,Yixuan Zhang,1
A5100305418,A5057887504,Chen Xiaohui,Bing Zhang,1
A5100305418,A5076240419,Chen Xiaohui,Ying Zhao,1
A5100305418,A5100339933,Chen Xiaohui,Bing Liu,1
A5100305418,A5101816362,Chen Xiaohui,Chunyan Peng,1
A5057887504,A5004685851,Bing Zhang,Lin Ye,1
A5057887504,A5037162594,Bing Zhang,Yixuan Zhang,1
A5057887504,A5076240419,Bing Zhang,Ying Zhao,1
A5057887504,A5100339933,Bing Zhang,Bing Liu,1
A5057887504,A5101816362,Bing Zhang,Chunyan Peng,1
A5037162594,A5004685851,Yixuan Zhang,Lin Ye,1
A5037162594,A5076240419,Yixuan Zhang,Ying Zhao,1
A5037162594,A5100339933,Yixuan Zhang,Bing Liu,1
A5037162594,A5101816362,Yixuan Zhang,Chunyan Peng,1
A5004685851,A5076240419,Lin Ye,Ying Zhao,1
A5004685851,A5100339933,Lin Ye,Bing Liu,1
A5004685851,A5101816362,Lin Ye,Chunyan Peng,1
A5100339933,A5076240419,Bing Liu,Ying Zhao,1
A5100339933,A5101816362,Bing Liu,Chunyan Peng,1
A5076240419,A5101816362,Ying Zhao,Chunyan Peng,1
A5028107971,A5049333677,Marwin Heinemann,Wojciech Stiller,1
SCO_sarvas_m,SCO_bondarenko_y,"Sarvas, M.","Bondarenko, Y.",1
SCO_sarvas_m,SCO_sorokovyi_p,"Sarvas, M.","Sorokovyi, P.",1
SCO_sarvas_m,SCO_ukraynets_l,"Sarvas, M.","Ukraynets, L.",1
SCO_sarvas_m,SCO_zhygalo_i,"Sarvas, M.","Zhygalo, I.",1
SCO_bondarenko_y,SCO_sorokovyi_p,"Bondarenko, Y.","Sorokovyi, P.",1
SCO_bondarenko_y,SCO_ukraynets_l,"Bondarenko, Y.","Ukraynets, L.",1
SCO_bondarenko_y,SCO_zhygalo_i,"Bondarenko, Y.","Zhygalo, I.",1
SCO_ukraynets_l,SCO_sorokovyi_p,"Ukraynets, L.","Sorokovyi, P.",1
SCO_ukraynets_l,SCO_zhygalo_i,"Ukraynets, L.","Zhygalo, I.",1
SCO_sorokovyi_p,SCO_zhygalo_i,"Sorokovyi, P.","Zhygalo, I.",1
A5092493001,A5014857682,Ghardapaty Ghaly Ghiffary,Khairil Anwar Notodiputro,1
A5092493001,A5069277974,Ghardapaty Ghaly Ghiffary,Laily Nissa Atul Mualifah,1
A5092493001,A5089358910,Ghardapaty Ghaly Ghiffary,Yenni Angraini,1
A5092493001,A5115867792,Ghardapaty Ghaly Ghiffary,Eka Dicky Darmawan Yanuari,1
A5115867792,A5014857682,Eka Dicky Darmawan Yanuari,Khairil Anwar Notodiputro,1
A5115867792,A5069277974,Eka Dicky Darmawan Yanuari,Laily Nissa Atul Mualifah,1
A5115867792,A5089358910,Eka Dicky Darmawan Yanuari,Yenni Angraini,1
A5014857682,A5069277974,Khairil Anwar Notodiputro,Laily Nissa Atul Mualifah,1
A5014857682,A5089358910,Khairil Anwar Notodiputro,Yenni Angraini,1
A5089358910,A5069277974,Yenni Angraini,Laily Nissa Atul Mualifah,1
A5093606049,A5026269257,Henry Bernardo Garay Canales,Santiago Alberto Casas Luna,1
A5093606049,A5028676234,Henry Bernardo Garay Canales,Dominga Micaela Cano Ccoa,1
A5093606049,A5044210222,Henry Bernardo Garay Canales,Candi Pastora Malaga Davila,1
A5093606049,A5049256556,Henry Bernardo Garay Canales,Humberto López,1
A5093606049,A5116607352,Henry Bernardo Garay Canales,Juan Manuel Aponte Cajavilca,1
A5093606049,A5116607353,Henry Bernardo Garay Canales,Manuel Eduardo Vilca Tantapoma,1
A5093606049,A5116607354,Henry Bernardo Garay Canales,Gilbert Roland Alvarado Arbildo,1
A5026269257,A5028676234,Santiago Alberto Casas Luna,Dominga Micaela Cano Ccoa,1
A5026269257,A5044210222,Santiago Alberto Casas Luna,Candi Pastora Malaga Davila,1
A5026269257,A5049256556,Santiago Alberto Casas Luna,Humberto López,1
A5026269257,A5116607352,Santiago Alberto Casas Luna,Juan Manuel Aponte Cajavilca,1
A5026269257,A5116607353,Santiago Alberto Casas Luna,Manuel Eduardo Vilca Tantapoma,1
A5026269257,A5116607354,Santiago Alberto Casas Luna,Gilbert Roland Alvarado Arbildo,1
A5044210222,A5028676234,Candi Pastora Malaga Davila,Dominga Micaela Cano Ccoa,1
A5044210222,A5049256556,Candi Pastora Malaga Davila,Humberto López,1
A5044210222,A5116607352,Candi Pastora Malaga Davila,Juan Manuel Aponte Cajavilca,1
A5044210222,A5116607353,Candi Pastora Malaga Davila,Manuel Eduardo Vilca Tantapoma,1
A5044210222,A5116607354,Candi Pastora Malaga Davila,Gilbert Roland Alvarado Arbildo,1
A5116607352,A5028676234,Juan Manuel Aponte Cajavilca,Dominga Micaela Cano Ccoa,1
A5116607352,A5049256556,Juan Manuel Aponte Cajavilca,Humberto López,1
A5116607352,A5116607353,Juan Manuel Aponte Cajavilca,Manuel Eduardo Vilca Tantapoma,1
A5116607352,A5116607354,Juan Manuel Aponte Cajavilca,Gilbert Roland Alvarado Arbildo,1
A5028676234,A5049256556,Dominga Micaela Cano Ccoa,Humberto López,1
A5028676234,A5116607353,Dominga Micaela Cano Ccoa,Manuel Eduardo Vilca Tantapoma,1
A5028676234,A5116607354,Dominga Micaela Cano Ccoa,Gilbert Roland Alvarado Arbildo,1
A5116607353,A5049256556,Manuel Eduardo Vilca Tantapoma,Humberto López,1
A5116607353,A5116607354,Manuel Eduardo Vilca Tantapoma,Gilbert Roland Alvarado Arbildo,1
A5116607354,A5049256556,Gilbert Roland Alvarado Arbildo,Humberto López,1
A5047720550,A5036256187,Mohamad Sadegh Sangari,Atefeh Mashatan,1
A5047720550,A5114179609,Mohamad Sadegh Sangari,Kar Wai So,1
A5114179609,A5036256187,Kar Wai So,Atefeh Mashatan,1
A5113307481,A5005114166,L. K. Bang,T. N. Vinh,1
A5113307481,A5027296112,L. K. Bang,N. N. Hung,1
A5113307481,A5059883918,L. K. Bang,H. V. Khanh,1
A5113307481,A5105109204,L. K. Bang,H. N. Kha,1
A5113307481,A5108142877,L. K. Bang,M. N. Triet,1
A5113307481,A5114316193,L. K. Bang,V. N. Minh,1
A5113307481,A5114316194,L. K. Bang,K. T. N. Ngan,1
A5059883918,A5005114166,H. V. Khanh,T. N. Vinh,1
A5059883918,A5027296112,H. V. Khanh,N. N. Hung,1
A5059883918,A5105109204,H. V. Khanh,H. N. Kha,1
A5059883918,A5108142877,H. V. Khanh,M. N. Triet,1
A5059883918,A5114316193,H. V. Khanh,V. N. Minh,1
A5059883918,A5114316194,H. V. Khanh,K. T. N. Ngan,1
A5108142877,A5005114166,M. N. Triet,T. N. Vinh,1
A5108142877,A5027296112,M. N. Triet,N. N. Hung,1
A5108142877,A5105109204,M. N. Triet,H. N. Kha,1
A5108142877,A5114316193,M. N. Triet,V. N. Minh,1
A5108142877,A5114316194,M. N. Triet,K. T. N. Ngan,1
A5027296112,A5005114166,N. N. Hung,T. N. Vinh,1
A5027296112,A5105109204,N. N. Hung,H. N. Kha,1
A5027296112,A5114316193,N. N. Hung,V. N. Minh,1
A5027296112,A5114316194,N. N. Hung,K. T. N. Ngan,1
A5005114166,A5105109204,T. N. Vinh,H. N. Kha,1
A5005114166,A5114316193,T. N. Vinh,V. N. Minh,1
A5005114166,A5114316194,T. N. Vinh,K. T. N. Ngan,1
A5105109204,A5114316193,H. N. Kha,V. N. Minh,1
A5105109204,A5114316194,H. N. Kha,K. T. N. Ngan,1
A5114316193,A5114316194,V. N. Minh,K. T. N. Ngan,1
A5075647100,A5024641691,Yi Cui,Meng Gu,1
A5075647100,A5100679244,Yi Cui,Jie Li,1
A5075647100,A5102847194,Yi Cui,Yi Shi,1
A5102847194,A5024641691,Yi Shi,Meng Gu,1
A5102847194,A5100679244,Yi Shi,Jie Li,1
A5024641691,A5100679244,Meng Gu,Jie Li,1
SCO_xin_l_i,SCO_feng_c_a_o,"Xin, L.I.","Feng, C.A.O.",1
SCO_xin_l_i,SCO_yan_t_o_n_g,"Xin, L.I.","Yan, T.O.N.G.",1
SCO_yan_t_o_n_g,SCO_feng_c_a_o,"Yan, T.O.N.G.","Feng, C.A.O.",1
A5016054994,A5046767772,Chiyuan Zhang,Zhang Hong-chun,1
A5016054994,A5067173943,Chiyuan Zhang,Tong Pu,1
A5016054994,A5111868839,Chiyuan Zhang,Jun Pan,1
A5046767772,A5067173943,Zhang Hong-chun,Tong Pu,1
A5046767772,A5111868839,Zhang Hong-chun,Jun Pan,1
A5067173943,A5111868839,Tong Pu,Jun Pan,1
A5112725665,A5006311252,Yajie Zhao,Bin Gong,1
A5112725665,A5103185993,Yajie Zhao,Bo Huang,1
A5006311252,A5103185993,Bin Gong,Bo Huang,1
A5100687259,A5023300416,Shulin Liu,Lei Huang,1
A5115545829,A5036521938,Maciej Krzan,Helena Dudycz,1
A5115545829,A5047072791,Maciej Krzan,Maciej Suchomski,1
A5036521938,A5047072791,Helena Dudycz,Maciej Suchomski,1
A5100603714,A5061557924,Bosung Kim,Jiho Yoon,1
A5100603714,A5077225789,Bosung Kim,Dimitri A. Ivanov,1
A5077225789,A5061557924,Dimitri A. Ivanov,Jiho Yoon,1
A5061557924,A5005604502,Jiho Yoon,Chwen Sheu,1
A5061557924,A5059729391,Jiho Yoon,Srinivas Talluri,1
A5061557924,A5100764683,Jiho Yoon,Hakan Yildiz,1
A5017669468,A5047985084,Daan Kolkman,Gijs van Maanen,1
SCO_sharma_r,SCO_m,"Sharma, R.",M.,1
SCO_sharma_r,SCO_s,"Sharma, R.",S.,1
SCO_m,SCO_s,M.,S.,1
A5123426113,A5074424467,Lan Qin,D. Liu,1
A5123426113,A5123410552,Lan Qin,Xuyang Ma,1
A5123426113,A5123430634,Lan Qin,Yanan Xu,1
A5123410552,A5074424467,Xuyang Ma,D. Liu,1
A5123410552,A5123430634,Xuyang Ma,Yanan Xu,1
A5074424467,A5123430634,D. Liu,Yanan Xu,1
A5035670199,A5108209632,Dimitris Georgoulas,Stratos Papadimitriou,1
A5121272319,A5121281378,Bingquan Wu,Yatian Yang,1
A5121272319,A5123264903,Bingquan Wu,eyu Xu,1
A5123264903,A5121281378,eyu Xu,Yatian Yang,1
A5120651008,A5061455877,Chukwunonso Ngwu,Zakwan Jaroucheh,1
A5120651008,A5082150685,Chukwunonso Ngwu,Nikolaos Pitropakis,1
A5061455877,A5082150685,Zakwan Jaroucheh,Nikolaos Pitropakis,1
A5052565646,A5101748398,Qi Zhao,Yuanhui Wang,1
A5111352587,A5015257123,Thi Ngan Dang,Gia Huy Dinh,1
A5111352587,A5040239515,Thi Ngan Dang,Tuyen D. Nguyen,1
A5111352587,A5068699526,Thi Ngan Dang,Quang Dinh Dang,1
A5111352587,A5071906586,Thi Ngan Dang,Hoang Phuong Nguyen,1
A5111352587,A5085592168,Thi Ngan Dang,Thi Anh Dao Le,1
A5015257123,A5040239515,Gia Huy Dinh,Tuyen D. Nguyen,1
A5015257123,A5068699526,Gia Huy Dinh,Quang Dinh Dang,1
A5015257123,A5071906586,Gia Huy Dinh,Hoang Phuong Nguyen,1
A5015257123,A5085592168,Gia Huy Dinh,Thi Anh Dao Le,1
A5015257123,A5017214031,Gia Huy Dinh,Hoang Thai Pham,1
A5015257123,A5025860733,Gia Huy Dinh,Lam Canh Nguyen,1
A5015257123,A5033226513,Gia Huy Dinh,Nguyen Dang Khoa Pham,1
A5015257123,A5113261252,Gia Huy Dinh,Hai Quoc Dang,1
A5068699526,A5040239515,Quang Dinh Dang,Tuyen D. Nguyen,1
A5068699526,A5071906586,Quang Dinh Dang,Hoang Phuong Nguyen,1
A5068699526,A5085592168,Quang Dinh Dang,Thi Anh Dao Le,1
A5085592168,A5040239515,Thi Anh Dao Le,Tuyen D. Nguyen,1
A5085592168,A5071906586,Thi Anh Dao Le,Hoang Phuong Nguyen,1
A5040239515,A5071906586,Tuyen D. Nguyen,Hoang Phuong Nguyen,1
A5095370239,A5088335444,Mun-Young Ryu,Hyun-jo Kim,1
A5095370239,A5121610753,Mun-Young Ryu,Byung-Hee Won,1
A5121610753,A5088335444,Byung-Hee Won,Hyun-jo Kim,1
A5121481992,A5014000265,Emad Mohammad Al-Amaren,Omar Farouk Al Mashhour,1
A5121481992,A5099591679,Emad Mohammad Al-Amaren,Tawfiq Aref ALMAJALI,1
A5121481992,A5119529498,Emad Mohammad Al-Amaren,Saif Ziad Aljunidi,1
A5014000265,A5099591679,Omar Farouk Al Mashhour,Tawfiq Aref ALMAJALI,1
A5014000265,A5119529498,Omar Farouk Al Mashhour,Saif Ziad Aljunidi,1
A5119529498,A5099591679,Saif Ziad Aljunidi,Tawfiq Aref ALMAJALI,1
A5121071699,A5121047495,Wang Junhai,Wang Yunfeng,1
A5121198042,A5061409240,MARELBY AMADO MATEUS,Alfredo Guzmán Rincón,1
A5093419951,A5091206627,Richa Golash,Ram Kishan Dewangan,1
A5093419951,A5103258039,Richa Golash,Ankush Goyal,1
A5103258039,A5091206627,Ankush Goyal,Ram Kishan Dewangan,1
A5038465404,A5112117446,Jia Guo,Xiuying Zhao,1
A5120111102,A5032680480,Artur Azamatovich,Amit Monga,1
A5120111102,A5043630030,Artur Azamatovich,Ramnaresh Yadav,1
A5120111102,A5084193680,Artur Azamatovich,Sudhanshu Tripathi,1
A5120111102,A5101798557,Artur Azamatovich,Atul Kumar Srivastava,1
A5120111102,A5112230947,Artur Azamatovich,Gaurav Aggarwal,1
A5112230947,A5032680480,Gaurav Aggarwal,Amit Monga,1
A5112230947,A5043630030,Gaurav Aggarwal,Ramnaresh Yadav,1
A5112230947,A5084193680,Gaurav Aggarwal,Sudhanshu Tripathi,1
A5112230947,A5101798557,Gaurav Aggarwal,Atul Kumar Srivastava,1
A5032680480,A5043630030,Amit Monga,Ramnaresh Yadav,1
A5032680480,A5084193680,Amit Monga,Sudhanshu Tripathi,1
A5032680480,A5101798557,Amit Monga,Atul Kumar Srivastava,1
A5084193680,A5043630030,Sudhanshu Tripathi,Ramnaresh Yadav,1
A5084193680,A5101798557,Sudhanshu Tripathi,Atul Kumar Srivastava,1
A5043630030,A5101798557,Ramnaresh Yadav,Atul Kumar Srivastava,1
A5031177313,A5018878091,Titiksha Tulsidas Bhagat,Pushkar Dubey,1
A5031177313,A5039600196,Titiksha Tulsidas Bhagat,Parul Dubey,1
A5031177313,A5054840097,Titiksha Tulsidas Bhagat,Amit Kumar Shrivastava,1
A5031177313,A5094209777,Titiksha Tulsidas Bhagat,Lubhawani Tripathi,1
A5031177313,A5116047671,Titiksha Tulsidas Bhagat,Krupali Dhawle,1
A5018878091,A5039600196,Pushkar Dubey,Parul Dubey,1
A5018878091,A5054840097,Pushkar Dubey,Amit Kumar Shrivastava,1
A5018878091,A5094209777,Pushkar Dubey,Lubhawani Tripathi,1
A5018878091,A5116047671,Pushkar Dubey,Krupali Dhawle,1
A5039600196,A5054840097,Parul Dubey,Amit Kumar Shrivastava,1
A5039600196,A5094209777,Parul Dubey,Lubhawani Tripathi,1
A5039600196,A5116047671,Parul Dubey,Krupali Dhawle,1
A5054840097,A5094209777,Amit Kumar Shrivastava,Lubhawani Tripathi,1
A5054840097,A5116047671,Amit Kumar Shrivastava,Krupali Dhawle,1
A5094209777,A5116047671,Lubhawani Tripathi,Krupali Dhawle,1
A5119713814,A5072690905,Neda Ashayeri,Mohammad Mehdi Poursaeed,1
A5119713814,A5102497339,Neda Ashayeri,Mehdi Kazemi,1
A5102497339,A5072690905,Mehdi Kazemi,Mohammad Mehdi Poursaeed,1
A5060775250,A5088176762,Mahira Abdel-shafie,Yasmine Rashed,1
A5118124054,A5080946834,Fayssal Moukafi,Amine Dafir,1
A5106206406,A5017072768,Valerii Morgun,Iryna Zahrebelna,1
A5106206406,A5074692481,Valerii Morgun,Mariia Zub,1
A5106206406,A5100008819,Valerii Morgun,Taras Bilyk,1
A5106206406,A5109754845,Valerii Morgun,Viktoriia Khurdei,1
A5017072768,A5074692481,Iryna Zahrebelna,Mariia Zub,1
A5017072768,A5100008819,Iryna Zahrebelna,Taras Bilyk,1
A5017072768,A5109754845,Iryna Zahrebelna,Viktoriia Khurdei,1
A5100008819,A5074692481,Taras Bilyk,Mariia Zub,1
A5100008819,A5109754845,Taras Bilyk,Viktoriia Khurdei,1
A5109754845,A5074692481,Viktoriia Khurdei,Mariia Zub,1
A5116341141,A5045900483,Joel Curado,Ana Martins,1
A5116341141,A5052353004,Joel Curado,João C. Ferreira,1
A5116341141,A5120369918,Joel Curado,Manila Bhandari,1
A5120369918,A5045900483,Manila Bhandari,Ana Martins,1
A5120369918,A5052353004,Manila Bhandari,João C. Ferreira,1
A5052353004,A5045900483,João C. Ferreira,Ana Martins,1
A5101590260,A5057274980,Sultan Alotaibi,Alexei Lisitsa,1
A5101590260,A5085148121,Sultan Alotaibi,Antony McCabe,1
A5101590260,A5120090437,Sultan Alotaibi,Joanna MacSween,1
A5057274980,A5085148121,Alexei Lisitsa,Antony McCabe,1
A5057274980,A5120090437,Alexei Lisitsa,Joanna MacSween,1
A5085148121,A5120090437,Antony McCabe,Joanna MacSween,1
A5102639852,A5014611085,Suthir Sriram,V Nivethitha,1
A5102639852,A5049503346,Suthir Sriram,S. P. Majumder,1
A5049503346,A5014611085,S. P. Majumder,V Nivethitha,1
A5047857286,A5054072948,Vaibhav Kumar Singh,Sanjay Kumar Jain,1
A5017586625,A5073153997,Thomas Koch,Kevin E. Power,1
A5017586625,A5050654045,Thomas Koch,Elenna Dugundji,1
A5017586625,A5100605489,Thomas Koch,Ziyan Li,1
A5017586625,A5115491740,Thomas Koch,Nikolay Aristov,1
SCO_du_p,SCO_jiang_y,"Du, P.","Jiang, Y.",1
A5115491740,A5050654045,Nikolay Aristov,Elenna Dugundji,3
